unitid,hospital.name,year,HD2013.City.location.of.hospital,HD2013.ZIP.code,HD2013.Longitude.location.of.hospital,HD2013.Latitude.location.of.hospital,IC2013.Patients.total,IC2013.Number.of.first.time.patients.who.recieved.health.services,IC2013.Percent.of.first.time.patients.who.recieved.health.services,DRVIC2013.Percent.admitted...total,DRVIC2013.Percent.admitted...men,DRVIC2013.Percent.admitted...women,DRVIC2013.Admissions.yield...full.time,DRVIC2013.Hospital.monthly.expenses..2013.14,HD2013.State.abbreviation,DRVEF122013.12.month.full.time.equivalent.enrollment..2012.13,state.x,city.x,zipcode,rank,centile,superzip,adultpop,treatment,income,latitude,longitude
193900,EBOR PRIMARY HEALTH CENTRE,2013,ughelli,10012-1091,5.703,6.127,57845,4061,22,26,31,34,34,44848,delta,44577,NY,ughelli,193900,34,44848,0,44577,26,57845,5.703,6.127
193973,Aweni memorial clinic,2013,ogbomoso,14109,8.143,4.232,3716,659,40,66,66,66,28,28200,oyo,3677,NY,ogbomoso,193973,28,28200,0,3677,66,3716,8.143,4.232
194073,Victory A maternity,2013,ogbomoso,10035-1940,8.132,4.236,NA,NA,NA,NA,NA,NA,NA,NA,oyo,400,NY,ogbomoso,194073,NA,NA,NA,400,NA,NA,8.132,4.236
194091,Ebunoluwa maternity,2013,ogbomoso,11568-8000,8.145,4.250,5433,732,15,74,73,75,21,30780,oyo,6935,NY,ogbomoso,194091,21,30780,0,6935,74,5433,8.145,4.250
194116,Masifa primary health centre,2013,ogbomoso,10021,8.135,4.251,154,20,9,47,27,51,29,26540,oyo,424,NY,ogbomoso,194116,29,26540,0,424,47,154,8.135,4.251
194161,Jolaade clinic,2013,ogbomoso,10960-3698,8.146,4.250,700,189,13,97,97,97,37,23250,oyo,2621,NY,ogbomoso,194161,37,23250,0,2621,97,700,8.146,4.250
194189,Crown hospital,2013,ibadan,10566,7.343,3.872,4,NA,NA,100,100,NA,100,9000,oyo,116,NY,ibadan,194189,100,9000,0,116,100,4,7.343,3.872
194310,Gazan HP,2013,kiru,10038-1598,11.711,8.197,12885,1638,9,77,76,77,18,38069,kano,12306,NY,kiru,194310,18,38069,0,12306,77,12885,11.711,8.197
194392,Endurance maternity home,2013,chikun,12970-0265,10.449,7.451,970,187,20,75,79,71,33,25261,kaduna,1074,NY,chikun,194392,33,25261,0,1074,75,970,10.449,7.451
194541,Ag-Lima County Clinic and maternity,2013,chikun,11201,10.444,7.453,3444,394,18,75,74,78,17,41328,kaduna,3706,NY,chikun,194541,17,41328,0,3706,75,3444,10.444,7.453
194569,Lecron dental clinic,2013,chikun,13790-2712,10.449,7.435,99,23,14,59,52,64,72,12640,kaduna,235,NY,chikun,194569,72,12640,0,235,59,99,10.449,7.435
194578,Jassy clinic sarki street,2013,chikun,11205,10.435,7.423,5090,632,16,56,51,58,23,43126,kaduna,4770,NY,chikun,194578,23,43126,0,4770,56,5090,10.435,7.423
194657,El-shadia clinic,2013,chikun,11230,10.460,7.445,36,NA,NA,100,100,NA,100,11900,kaduna,238,NY,chikun,194657,100,11900,0,238,100,36,10.460,7.445
194666,Otmos diagnose narayi,2013,chikun,11219,10.476,7.445,NA,NA,NA,NA,NA,NA,NA,8960,kaduna,333,NY,chikun,194666,NA,8960,NA,333,NA,NA,10.476,7.445
194675,Sabon tasha,2013,chikun,11204,10.449,7.478,10,NA,NA,100,100,NA,70,8000,kaduna,50,NY,chikun,194675,70,8000,0,50,100,10,10.449,7.478
194693,Doctors clinic,2013,chikun,10952,10.453,7.453,15,NA,NA,100,100,NA,100,11050,kaduna,45,NY,chikun,194693,100,11050,0,45,100,15,10.453,7.453
194718,Aje-Ikose Primary Health Centre,2013,ogbomoso,11219,8.192,4.231,9,NA,NA,100,100,NA,100,6675,oyo,27,NY,ogbomoso,194718,100,6675,0,27,100,9,8.192,4.231
194736,Ikose Primary Health Centre,2013,ogbomoso,11561,8.192,4.208,0,NA,NA,NA,NA,NA,NA,8800,oyo,98,NY,ogbomoso,194736,NA,8800,NA,98,NA,0,8.192,4.208
194763,Dandashire health clinic,2013,kankara,11367,11.915,7.584,NA,NA,NA,NA,NA,NA,NA,8000,katsina,554,NY,kankara,194763,NA,8000,NA,554,NA,NA,11.915,7.584
194824,Dakin shan magani,2013,kankara,12180-3590,12.131,7.292,16150,1046,26,41,39,47,21,46269,katsina,6940,NY,kankara,194824,21,46269,0,6940,41,16150,12.131,7.292
194958,Wilbasom hospital narayi,2013,chikun,14624,10.475,7.447,814,182,36,73,77,71,34,27364,kaduna,1614,NY,chikun,194958,34,27364,0,1614,73,814,10.475,7.447
195003,Dakwa Health Post,2013,bwari,14623-5603,9.114,7.237,16354,1837,34,60,60,60,28,34424,fct,14177,NY,bwari,195003,28,34424,0,14177,60,16354,9.114,7.237
195030,YUNBUNGA PRIMARY HEALTH CLINIC,2013,darazo,14627-0011,11.247,10.580,17244,979,35,36,35,36,24,45372,bauchi,10634,NY,darazo,195030,24,45372,0,10634,36,17244,11.247,10.580
195128,ISE OLUWA CLINIC & MATERNITY HOME,2013,ifo,12180,6.659,3.351,2237,NA,NA,57,50,59,23,28000,ogun,2876,NY,ifo,195128,23,28000,0,2876,57,2237,6.659,3.351
195155,FORTUNE CLINIC & MATERNITY HOME,2013,ifo,14618,6.669,3.374,NA,NA,NA,NA,NA,NA,NA,NA,ogun,45,NY,ifo,195155,NA,NA,NA,45,NA,NA,6.669,3.374
195164,MAYRON-LIZ MEDICAL CENTRE,2013,ifo,14778,6.670,3.372,2754,402,61,80,82,78,20,29589,ogun,2286,NY,ifo,195164,20,29589,0,2286,80,2754,6.670,3.372
195173,ARADADAM HEALTH CLINIC,2013,ifo,11201-9902,6.684,3.374,2815,539,0,64,68,62,31,20700,ogun,2709,NY,ifo,195173,31,20700,0,2709,64,2815,6.684,3.374
195216,Sabaru dispensary,2013,bindawa,13617,12.687,7.783,4424,NA,NA,46,41,52,31,46040,katsina,2410,NY,bindawa,195216,31,46040,0,2410,46,4424,12.687,7.783
195234,Yarmagaji dispensary,2013,bindawa,12203-1490,12.684,7.838,4651,NA,NA,78,72,80,17,27684,katsina,4085,NY,bindawa,195234,17,27684,0,4085,78,4651,12.684,7.838
195243,Walawal health clinic,2013,ingawa,10976-1050,12.635,7.978,1841,314,20,82,82,82,22,26340,katsina,1295,NY,ingawa,195243,22,26340,0,1295,82,1841,12.635,7.978
195304,Saudawa health facility,2013,ingawa,10708,12.738,8.124,2165,NA,NA,62,63,61,26,48696,katsina,1692,NY,ingawa,195304,26,48696,0,1692,62,2165,12.738,8.124
195438,Ti Oluwani Clinic & Maternity Home,2013,ifo,11559-1714,6.670,3.347,NA,NA,NA,NA,NA,NA,NA,9000,ogun,182,NY,ifo,195438,NA,9000,NA,182,NA,NA,6.670,3.347
195474,Victory Dental Clinic,2013,ifo,12211-1462,6.663,3.352,8082,565,38,68,67,69,13,31368,ogun,3153,NY,ifo,195474,13,31368,0,3153,68,8082,6.663,3.352
195526,Overcomer's Medical Center,2013,ifo,12866,6.682,3.346,8285,515,31,35,37,34,23,45874,ogun,2753,NY,ifo,195526,23,45874,0,2753,35,8285,6.682,3.346
195544,Unity hospital,2013,akinyele,11205-3688,7.454,3.916,3148,480,24,75,76,75,23,21878,oyo,4677,NY,akinyele,195544,23,21878,0,4677,75,3148,7.454,3.916
195580,Orogun Health Clinic,2013,akinyele,10707-1699,7.457,3.912,NA,NA,NA,NA,NA,NA,NA,NA,oyo,41,NY,akinyele,195580,NA,NA,NA,41,NA,NA,7.457,3.912
195720,Faintain Edge Clinic&Maternity; Aduloju,2013,akinyele,14618-3597,7.441,3.924,4016,502,47,63,62,63,21,28430,oyo,3879,NY,akinyele,195720,21,28430,0,3879,63,4016,7.441,3.924
195809,Strong Tower Hospital,2013,ifo,11439,6.686,3.321,51634,2599,19,53,54,52,10,37260,ogun,16520,NY,ifo,195809,10,37260,0,16520,53,51634,6.686,3.321
196006,Arinkinkin PHC,2013,atiba,14802,8.020,3.889,5761,1008,24,55,57,52,35,7294,oyo,3483,NY,atiba,196006,35,7294,0,3483,55,5761,8.020,3.889
196015,PHC Onirebara,2013,atiba,13617-1098,7.981,4.030,3391,NA,NA,78,77,80,29,7181,oyo,3411,NY,atiba,196015,29,7181,0,3411,78,3391,7.981,4.030
196024,Omovwodoribo phc,2013,ughelli,13753-1100,5.602,6.062,4846,NA,NA,59,60,57,33,7200,delta,2911,NY,ughelli,196024,33,7200,0,2911,59,4846,5.602,6.062
196033,Primary Health Center Aba-Ige,2013,oluyole,12043,7.266,3.899,2765,626,6,73,72,75,38,7149,oyo,2455,NY,oluyole,196033,38,7149,0,2455,73,2765,7.266,3.899
196042,Akinyele Health Clinic,2013,akinyele,11735-1021,7.600,3.916,5401,1085,19,53,58,47,41,7125,oyo,6956,NY,akinyele,196042,41,7125,0,6956,53,5401,7.600,3.916
196051,Ipese Olu Maternity & Child Welfare Clinic,2013,akinyele,13408,7.493,3.934,4049,73,23,59,59,59,35,7412,oyo,2823,NY,akinyele,196051,35,7412,0,2823,59,4049,7.493,3.934
196060,Aso Clinic,2013,karu,12222,9.040,7.602,21178,2342,26,55,58,53,22,8040,nasarawa,15490,NY,karu,196060,22,8040,0,15490,55,21178,9.040,7.602
196079,Ojoo Health Center,2013,akinyele,13850-6000,7.471,3.916,28232,2474,33,43,44,42,21,8144,oyo,15104,NY,akinyele,196079,21,8144,0,15104,43,28232,7.471,3.916
196088,Adebel Maternity Onile Aro Hospital,2013,akinyele,14260-1660,7.464,3.911,23093,2626,32,57,58,55,28,8211,oyo,27911,NY,akinyele,196088,28,8211,0,27911,57,23093,7.464,3.911
196097,HC/TBL Narayi,2013,chikun,11794,10.473,7.442,30300,2371,26,39,41,38,23,7995,kaduna,22983,NY,chikun,196097,23,7995,0,22983,39,30300,10.473,7.442
196103,MOBIL CLINIC,2013,eti,13210,6.437,3.439,1538,254,48,51,45,56,37,7033,lagos,2044,NY,eti,196103,37,7033,0,2044,51,1538,6.437,3.439
196112,AJIRAN PHC,2013,eti,13502,6.454,3.520,1954,255,22,48,50,41,29,7090,lagos,1829,NY,eti,196112,29,7090,0,1829,48,1954,6.454,3.520
196121,Blessed hospital,2013,atiba,14420-2919,7.874,3.934,8570,1019,41,48,47,48,26,7222,oyo,7398,NY,atiba,196121,26,7222,0,7398,48,8570,7.874,3.934
196130,Tapshin maternity,2013,tafawa,14222,9.495,9.456,11256,1033,0,49,47,49,24,7022,bauchi,10439,NY,tafawa,196130,24,7022,0,10439,49,11256,9.495,9.456
196149,PHC Ilowagbade,2013,atiba,13045-0900,8.197,3.917,11518,1047,19,47,42,51,22,7327,oyo,6838,NY,atiba,196149,22,7327,0,6838,47,11518,8.197,3.917
196158,Otefon Primary Health Centre,2013,atiba,14063-1136,8.146,3.907,5883,832,27,52,49,54,33,7400,oyo,5523,NY,atiba,196158,33,7400,0,5523,52,5883,8.146,3.907
196167,"Health. Clinic, Boroboro",2013,atiba,14454-1465,7.859,3.955,9164,572,42,46,49,44,24,7430,oyo,5520,NY,atiba,196167,24,7430,0,5520,46,9164,7.859,3.955
196176,Wurno primary health care centre,2013,tafawa,12561-2443,9.799,9.892,12892,1028,25,44,42,45,20,7083,bauchi,7319,NY,tafawa,196176,20,7083,0,7319,44,12892,9.799,9.892
196185,Grace autralsound centre,2013,atiba,13820-4015,7.878,3.931,10261,1021,40,51,46,54,21,7230,oyo,6081,NY,atiba,196185,21,7230,0,6081,51,10261,7.878,3.931
196194,Yankaura health clinic,2013,ingawa,13126,12.656,7.970,10351,1440,33,49,50,48,30,7181,katsina,7550,NY,ingawa,196194,30,7181,0,7550,49,10351,12.656,7.970
196200,GOODNESS&MERCY CLINIC & MATERNITY HOME,2013,ifo,13676-2294,6.670,3.374,4764,NA,NA,68,64,71,25,7174,ogun,4307,NY,ifo,196200,25,7174,0,4307,68,4764,6.670,3.374
196219,Yarkuki dispensary,2013,bindawa,10577-1400,12.749,7.842,8405,719,22,33,34,33,28,7573,katsina,4415,NY,bindawa,196219,28,7573,0,4415,33,8405,12.749,7.842
196228,Yannagani dispensary,2013,bindawa,10036-8003,12.814,7.963,NA,NA,NA,NA,NA,NA,NA,NA,katsina,338,NY,bindawa,196228,NA,NA,NA,338,NA,NA,12.814,7.963
196237,Health post dispensary,2013,bogoro,11568-0210,9.699,9.588,3341,386,7,58,56,59,21,6624,bauchi,4096,NY,bogoro,196237,21,6624,0,4096,58,3341,9.699,9.588
196246,Health post dispensary,2013,bogoro,12901-2681,9.669,9.575,8193,848,29,46,46,45,25,7179,bauchi,5934,NY,bogoro,196246,25,7179,0,5934,46,8193,9.669,9.575
196255,Health post dispensary,2013,bogoro,11203-2098,9.686,9.554,NA,NA,NA,NA,NA,NA,NA,NA,bauchi,1708,NY,bogoro,196255,NA,NA,NA,1708,NA,NA,9.686,9.554
196264,General hospital,2013,bogoro,12866-4391,9.685,9.601,1484,NA,NA,81,84,77,13,6265,bauchi,9473,NY,bogoro,196264,13,6265,0,9473,81,1484,9.685,9.601
196291,Health post Dispensary,2013,bogoro,10465-4198,9.627,9.562,1279,299,38,64,64,65,40,7109,bauchi,2098,NY,bogoro,196291,40,7109,0,2098,64,1279,9.627,9.562
196307,Kurmi dispensary,2013,bindawa,13210,12.633,7.898,NA,NA,NA,NA,NA,NA,NA,NA,katsina,1563,NY,bindawa,196307,NA,NA,NA,1563,NA,NA,12.633,7.898
196413,Magina dispensary,2013,bindawa,13244,12.842,7.950,28269,2830,33,49,47,52,25,40458,katsina,21381,NY,bindawa,196413,25,40458,0,21381,49,28269,12.842,7.950
196431,Kuma dispensary,2013,bindawa,11213,12.677,7.869,71,NA,NA,100,100,NA,100,8100,katsina,283,NY,bindawa,196431,100,8100,0,283,100,71,12.677,7.869
196440,Kangi health facility,2013,bindawa,14607,12.767,7.935,4,NA,NA,100,100,NA,100,5000,katsina,27,NY,bindawa,196440,100,5000,0,27,100,4,12.767,7.935
196468,Gobirawa health facility,2013,bindawa,10027,12.772,7.993,NA,NA,NA,NA,NA,NA,NA,NA,katsina,3762,NY,bindawa,196468,NA,NA,NA,3762,NA,NA,12.772,7.993
196583,Potters Touch Med. Centre,2013,oyigbo,11218,4.847,7.245,52,NA,NA,100,100,NA,100,10450,rivers,180,NY,oyigbo,196583,100,10450,0,180,100,52,4.847,7.245
196592,Primary Health Care Uegwere Boue,2013,khana,10010,4.640,7.359,1732,NA,NA,59,50,61,80,15250,rivers,14080,NY,khana,196592,80,15250,0,14080,59,1732,4.640,7.359
196653,Faru sabaru dispensary,2013,bindawa,14220-2094,12.810,7.890,289,NA,NA,97,100,96,45,15300,katsina,1082,NY,bindawa,196653,45,15300,0,1082,97,289,12.810,7.890
196680,Health Clinic Bakutaje,2013,makarfi,12203-5159,11.363,8.053,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,19544,NY,makarfi,196680,NA,NA,NA,19544,NA,NA,11.363,8.053
196866,"Mary Clinic and Maternity, Gubuchi",2013,makarfi,12308-2311,11.231,8.055,5725,250,22,37,36,39,26,46785,kaduna,2075,NY,makarfi,196866,26,46785,0,2075,37,5725,11.231,8.055
196884,Health Clinic Kuruntumawa,2013,makarfi,10027-5792,11.275,7.969,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,235,NY,makarfi,196884,NA,NA,NA,235,NA,NA,11.275,7.969
197018,Malama Binta Maternity Home Dandamisa,2013,makarfi,11211,11.276,7.969,NA,NA,NA,NA,NA,NA,NA,13200,kaduna,1385,NY,makarfi,197018,NA,13200,NA,1385,NA,NA,11.276,7.969
197027,Ang Makera Health Clinic ,2013,makarfi,11024-1699,11.276,7.818,NA,NA,NA,NA,NA,NA,NA,1032,kaduna,1434,NY,makarfi,197027,NA,1032,NA,1434,NA,NA,11.276,7.818
197036,Tashan Tsamiya Health Clinic,2013,makarfi,10996-1905,11.304,7.872,15408,996,80,9,9,7,85,NA,kaduna,4622,NY,makarfi,197036,85,NA,1,4622,9,15408,11.304,7.872
197045,Columbia maternity home.,2013,abeokuta,13502-4892,7.168,3.339,3689,421,23,85,85,86,15,33320,ogun,3267,NY,abeokuta,197045,15,33320,0,3267,85,3689,7.168,3.339
197133,OLUWAFUNMIBI CHILD AND WELFARE CLINIC,2013,ibadan,12604,7.386,3.830,7597,496,40,24,34,19,36,47890,oyo,2469,NY,ibadan,197133,36,47890,0,2469,24,7597,7.386,3.830
197142,Soyoye health centre,2013,abeokuta,14225-3999,7.170,3.274,243,NA,NA,81,77,82,36,18240,ogun,352,NY,abeokuta,197142,36,18240,0,352,81,243,7.170,3.274
197197,GCI PHC,2013,ibadan,10301-4495,7.379,3.831,2942,276,14,70,64,73,21,39220,oyo,1994,NY,ibadan,197197,21,39220,0,1994,70,2942,7.379,3.831
197221,ISALE OSE HEALTH CENTRE BORN PHOTO,2013,ibadan,11542-1398,7.374,3.891,105,25,35,30,29,33,84,42750,oyo,93,NY,ibadan,197221,84,42750,0,93,30,105,7.374,3.891
197230,PRIMARY HEALTH CARE CENTER,2013,atiba,13026-0500,7.870,3.925,2214,143,32,60,58,60,12,35900,oyo,488,NY,atiba,197230,12,35900,0,488,60,2214,7.870,3.925
197601,ADEDOYIN CLINIC & MATERNITY HOME,2013,ifo,11204-1545,6.675,3.358,37,NA,NA,100,100,NA,76,7600,ogun,119,NY,ifo,197601,76,7600,0,119,100,37,6.675,3.358
197610,Health Clinic; Aafin,2013,atiba,11230-9963,7.854,3.934,78,NA,NA,100,100,NA,100,8100,oyo,217,NY,atiba,197610,100,8100,0,217,100,78,7.854,3.934
197647,MPHCC Papa,2013,darazo,11218-4413,11.243,10.839,21,NA,NA,100,100,NA,100,10200,bauchi,163,NY,darazo,197647,100,10200,0,163,100,21,11.243,10.839
197674,Mailafiya Dispensary,2013,darazo,10549,11.188,10.935,NA,NA,NA,NA,NA,NA,NA,7900,bauchi,249,NY,darazo,197674,NA,7900,NA,249,NA,NA,11.188,10.935
197692,Wuro Dole Dispensary,2013,darazo,11418,11.312,10.929,32,NA,NA,84,84,NA,89,14660,bauchi,83,NY,darazo,197692,89,14660,0,83,84,32,11.312,10.929
197708,Beru Maternity,2013,bauchi,10033-3299,10.352,10.066,1575,575,36,82,82,82,66,37600,bauchi,5741,NY,bauchi,197708,66,37600,0,5741,82,1575,10.352,10.066
197735,Garuza Maternity,2013,dambam,10952,11.627,10.718,90,NA,NA,100,100,NA,100,7500,bauchi,593,NY,dambam,197735,100,7500,0,593,100,90,11.627,10.718
197744,Garuza Dispensary,2013,dambam,12779,11.627,10.719,17,NA,NA,100,100,NA,100,10800,bauchi,227,NY,dambam,197744,100,10800,0,227,100,17,11.627,10.719
197869,MPH Centre Gurbana,2013,bauchi,28608,11.733,10.729,12248,2672,19,63,62,64,39,6462,bauchi,17362,NC,bauchi,197869,39,6462,0,17362,63,12248,11.733,10.729
197911,Kumbin Fulani Dispensary,2013,kirfi,27893-7000,10.302,10.287,2933,165,63,42,39,43,18,25396,bauchi,1027,NC,kirfi,197911,18,25396,0,1027,42,2933,10.302,10.287
197984,Kundak PHC,2013,alkaleri,28012-1802,9.795,9.900,2197,186,37,68,66,69,19,18500,bauchi,1535,NC,alkaleri,197984,19,18500,0,1535,68,2197,9.795,9.900
197993,Mundami maternity,2013,alkaleri,27401-3239,9.846,9.991,1639,NA,NA,83,NA,83,14,17355,bauchi,703,NC,alkaleri,197993,14,17355,0,703,83,1639,9.846,9.991
198066,Dumba Dispensary,2013,dass,28712,10.062,9.456,2299,185,48,45,46,43,24,25200,bauchi,626,NC,dass,198066,24,25200,0,626,45,2299,10.062,9.456
198109,POLCHI PHC,2013,dass,28025-3959,10.094,9.394,103,26,35,31,45,29,81,11330,bauchi,356,NC,dass,198109,81,11330,0,356,31,103,10.094,9.394
198136,Lukshi MCH,2013,dass,27506,10.022,9.376,11714,646,43,70,70,70,9,26240,bauchi,6328,NC,dass,198136,9,26240,0,6328,70,11714,10.022,9.376
198215,General Hospital Ningi,2013,ningi,28144,11.065,9.566,3226,342,0,41,38,43,26,26820,bauchi,1205,NC,ningi,198215,26,26820,0,1205,41,3226,11.065,9.566
198303,SABU MATERNITY,2013,darazo,27855,11.140,10.476,3708,373,39,62,63,61,21,22510,bauchi,1265,NC,darazo,198303,21,22510,0,1265,62,3708,11.140,10.476
198385,ZANDAM DISPENSARY,2013,darazo,28035,11.295,10.602,4745,380,52,26,29,23,40,42849,bauchi,1932,NC,darazo,198385,40,42849,0,1932,26,4745,11.295,10.602
198419,GUNGU DISPENSARY,2013,bauchi,27708,9.989,9.719,30374,1347,45,13,14,13,42,45376,bauchi,16566,NC,bauchi,198419,42,45376,1,16566,13,30374,9.989,9.719
198464,KUSADA DISPENSARY,2013,bauchi,27858-4353,10.005,9.710,15535,3394,15,62,62,62,41,6143,bauchi,24726,NC,bauchi,198464,41,6143,0,24726,62,15535,10.005,9.710
198507,Kaizo specialist hospital ltd,2013,ibom,27909,5.003,7.951,3925,505,3,57,53,60,23,4429,Akwa_ibom,2803,NC,ibom,198507,23,4429,0,2803,57,3925,5.003,7.951
198516,M C H TIRWUN,2013,bauchi,27244-2010,10.349,9.871,9949,1154,22,54,64,49,27,30149,bauchi,5864,NC,bauchi,198516,27,30149,0,5864,54,9949,10.349,9.871
198543,JIRO DISPENSARY,2013,darazo,28301-4298,11.358,10.606,4010,546,7,55,50,58,27,4605,bauchi,5297,NC,darazo,198543,27,4605,0,5297,55,4010,11.358,10.606
198561,LAGON WAHU DISPENSARY,2013,darazo,28017-0997,11.378,10.620,5481,333,51,48,46,50,16,25830,bauchi,4257,NC,darazo,198561,16,25830,0,4257,48,5481,11.378,10.620
198598,BAGUBA MATERNITY,2013,darazo,27401-1875,11.392,10.687,1314,165,43,78,80,76,19,26306,bauchi,977,NC,darazo,198598,19,26306,0,977,78,1314,11.392,10.687
198613,SARMA DISPENSARY,2013,misau,27410-4108,11.424,10.643,3030,253,28,68,68,69,19,32470,bauchi,2211,NC,misau,198613,19,32470,0,2211,68,3030,11.424,10.643
198677,GARIN LESA DISPENSARY,2013,darazo,28334,11.382,10.734,NA,NA,NA,NA,NA,NA,NA,7730,bauchi,38,NC,darazo,198677,NA,7730,NA,38,NA,NA,11.382,10.734
198695,PRIMARY HEALTH CARE CENTRE,2013,tafawa,27262-3598,9.731,9.480,7663,1064,42,64,64,64,26,30715,bauchi,4240,NC,tafawa,198695,26,30715,0,4240,64,7663,9.731,9.480
198747,HEALTH POST DISPENSARY,2013,tafawa,27265-3115,9.560,9.505,146,NA,NA,39,49,30,35,8890,bauchi,322,NC,tafawa,198747,35,8890,0,322,39,146,9.560,9.505
198756,WAI A PRIMARY HEALTH CLINIC,2013,tafawa,28216-5398,9.865,9.426,4777,180,50,37,32,39,13,18236,bauchi,1668,NC,tafawa,198756,13,18236,0,1668,37,4777,9.865,9.426
198808,HEALTH POST DISPENSARY,2013,tafawa,28604,9.659,9.550,1751,NA,NA,66,67,66,19,24150,bauchi,813,NC,tafawa,198808,19,24150,0,813,66,1751,9.659,9.550
198835,BULA B MATERNITY,2013,tafawa,28601,9.791,9.601,4762,194,42,68,67,69,10,29310,bauchi,1783,NC,tafawa,198835,10,29310,0,1783,68,4762,9.791,9.601
198862,JAMA'A CLINIC,2013,tafawa,28144,9.882,9.678,3270,229,35,71,71,71,17,16024,bauchi,1134,NC,tafawa,198862,17,16024,0,1134,71,3270,9.882,9.678
198899,BUNUNU A MATERNITY,2013,tafawa,28754,9.881,9.682,2899,311,49,64,64,65,22,25636,bauchi,1350,NC,tafawa,198899,22,25636,0,1350,64,2899,9.881,9.682
198950,BUNUNU PRIMARY HEALTH CENTER,2013,tafawa,27607-5298,9.881,9.683,1762,283,31,62,NA,62,38,30562,bauchi,1884,NC,tafawa,198950,38,30562,0,1884,62,1762,9.881,9.683
198969,BUNUNU B MATERNITY LIM,2013,tafawa,28311-1420,9.806,9.712,4079,346,9,61,60,64,17,27830,bauchi,2313,NC,tafawa,198969,17,27830,0,2313,61,4079,9.806,9.712
199032,COMMUNITY AND SOCIAL DEVELOPMENT PROJECT MATERNITY,2013,tafawa,28757-1267,9.635,9.941,700,77,47,54,57,53,27,23520,bauchi,920,NC,tafawa,199032,27,23520,0,920,54,700,9.635,9.941
199069,GID GID HAMMA MATERNITY,2013,tafawa,28365-0919,9.598,9.807,2117,208,11,50,52,48,22,17300,bauchi,3097,NC,tafawa,199069,22,17300,0,3097,50,2117,9.598,9.807
199102,Moses Medical Centre,2013,ado,27411,6.679,3.189,4480,1590,24,70,68,71,58,5422,ogun,9805,NC,ado,199102,58,5422,0,9805,70,4480,6.679,3.189
199111,Natham Clinic,2013,ife,28804-8510,7.527,4.575,3036,465,16,64,61,66,28,6241,osun,3312,NC,ife,199111,28,6241,0,3312,64,3036,7.527,4.575
199120,Toyosi Maternity Centre,2013,ife,27599,7.502,4.579,28437,3035,24,28,28,27,50,8340,osun,29213,NC,ife,199120,50,8340,0,29213,28,28437,7.502,4.579
199139,BUJALA DISPENSARY,2013,warji,28223-0001,11.166,9.853,13742,3046,20,69,69,68,37,6107,bauchi,22807,NC,warji,199139,37,6107,0,22807,69,13742,11.166,9.853
199148,RUMBA PRIMARY HEALTH CENTER,2013,warji,27402-6170,11.131,9.843,10112,2272,10,60,62,59,41,6382,bauchi,16174,NC,warji,199148,41,6382,0,16174,60,10112,11.131,9.843
199157,Loro despensary,2013,bauchi,27707,10.037,9.020,8886,1273,9,50,46,52,31,5526,bauchi,7983,NC,bauchi,199157,31,5526,0,7983,50,8886,10.037,9.020
199184,FSP HEATH POST ONYEDEGA,2013,ibaji,27117-2189,6.882,6.674,699,148,26,45,51,41,54,8271,kogi,941,NC,ibaji,199184,54,8271,0,941,45,699,6.882,6.674
199193,Peace Han Clinic & Maternity Home,2013,ado,27695-7001,6.682,3.157,20700,3323,19,50,49,51,42,8206,ogun,30531,NC,ado,199193,42,8206,0,30531,50,20700,6.682,3.157
199209,Eggan Community Health Centre,2013,ado,27804,6.723,3.266,1634,158,29,47,50,42,29,26632,ogun,1189,NC,ado,199209,29,26632,0,1189,47,1634,6.723,3.266
199218,Ogungbade Model Primary Health Centre,2013,ifo,28403-5963,6.765,3.222,11184,1605,37,54,56,53,34,6343,ogun,13112,NC,ifo,199218,34,6343,0,13112,54,11184,6.765,3.222
199272,Bolutife Maternity Home,2013,ifo,27604-1194,6.757,3.255,1083,265,39,91,89,92,33,23900,ogun,769,NC,ifo,199272,33,23900,0,769,91,1083,6.757,3.255
199281,Divine Touch Clinic &Maternity Home,2013,ifo,28372-1510,6.748,3.273,3087,900,11,72,72,72,46,5144,ogun,5548,NC,ifo,199281,46,5144,0,5548,72,3087,6.748,3.273
199306,Jehova Elohim Medical Centre,2013,ifo,28109,6.741,3.269,1662,195,24,96,96,96,14,24150,ogun,1602,NC,ifo,199306,14,24150,0,1602,96,1662,6.741,3.269
199315,Lifeline Medical Centre,2013,ado,27101,6.748,3.251,86,18,63,49,45,52,71,12455,ogun,314,NC,ado,199315,71,12455,0,314,49,86,6.748,3.251
199412,Ijoko,2013,ifo,28274-0001,6.748,3.263,1949,256,47,77,76,77,21,29800,ogun,2083,NC,ifo,199412,21,29800,0,2083,77,1949,6.748,3.263
199458,Maria Assumpta Catholic Hospital,2013,ado,27909-4054,7.594,5.216,168,25,26,41,38,43,54,12160,ekiti,167,NC,ado,199458,54,12160,0,167,41,168,7.594,5.216
199582,IRETIAYO CLINIC & MATERNITY HOME,2013,ifo,27610-2298,6.733,3.290,2560,173,47,67,68,67,19,17890,ogun,1471,NC,ifo,199582,19,17890,0,1471,67,2560,6.733,3.290
199607,Dabfek clinic & maternity home,2013,ifo,27101,6.720,3.289,854,131,50,58,NA,58,35,24566,ogun,1070,NC,ifo,199607,35,24566,0,1070,58,854,6.720,3.289
